Palabra,Etiqueta_POS
por,ADP
amigos,NOUN
y,CCONJ
les,PRON
favorescería,VERB
en,ADP
todo,DET
lo,PRON
que,PRON
pudiese,VERB
;,PUNCT
y,CCONJ
porque,SCONJ
el,DET
gobernador,NOUN
dejaba,VERB
otros,DET
navíos,NOUN
con,ADP
gente,NOUN
y,CCONJ
muchas,DET
canoas,NOUN
con,ADP
indios,NOUN
guaraníes,ADJ
sus,DET
amigos,NOUN
",",PUNCT
él,PRON
los,PRON
rogaba,VERB
que,SCONJ
cuando,SCONJ
allí,ADV
llegasen,VERB
",",PUNCT
fuesen,AUX
de,ADP
ellos,PRON
bien,ADV
recebidos,ADJ
y,CCONJ
bien,ADV
tratados,ADJ
",",PUNCT
porque,SCONJ
haciéndolo,VERB
ansí,PROPN
",",PUNCT
los,DET
cristianos,NOUN
y,CCONJ
indios,NOUN
no,ADV
les,PRON
harían,VERB
mal,ADV
ni,CCONJ
daño,NOUN
ninguno,PRON
;,PUNCT
y,CCONJ
ellos,PRON
se,PRON
lo,PRON
prometieron,VERB
ansí,VERB
",",PUNCT
aunque,SCONJ
no,ADV
lo,PRON
cumplieron,VERB
.,PUNCT
Y,CCONJ
túvose,VERB
por,ADP
cierto,ADJ
que,SCONJ
un,DET
cristiano,NOUN
dio,VERB
la,DET
causa,NOUN
y,CCONJ
tuvo,VERB
la,DET
culpa,NOUN
",",PUNCT
como,SCONJ
diré,VERB
adelante,ADV
;,PUNCT
y,CCONJ
ansí,VERB
",",PUNCT
se,PRON
partió,VERB
de,ADP
estos,DET
indios,NOUN
",",PUNCT
y,CCONJ
fue,AUX
navegando,VERB
por,ADP
el,DET
río,NOUN
arriba,ADV
todo,DET
aquel,DET
día,NOUN
con,ADP
buen,ADJ
viento,NOUN
de,ADP
vela,NOUN
",",PUNCT
y,CCONJ
a,ADP
la,DET
puesta,NOUN
del,ADP
Sol,PROPN
llegóse,PROPN
a,ADP
unos,DET
pueblos,NOUN
de,ADP
indios,NOUN
de,ADP
la,DET
misma,DET
generación,NOUN
",",PUNCT
que,PRON
estaban,AUX
asentados,ADJ
en,ADP
la,DET
ribera,NOUN
junto,ADJ
al,DET
agua,NOUN
",",PUNCT
y,CCONJ
por,ADP
no,ADV
perder,VERB
el,DET
tiempo,NOUN
",",PUNCT
que,PRON
era,AUX
bueno,ADJ
",",PUNCT
pasó,VERB
por,ADP
ellos,PRON
sin,ADP
se,PRON
detener,VERB
;,PUNCT
son,AUX
labradores,NOUN
y,CCONJ
siembran,VERB
maíz,NOUN
y,CCONJ
otras,DET
raíces,NOUN
",",PUNCT
y,CCONJ
danse,VERB
muchos,PRON
a,ADP
la,DET
pesquería,NOUN
y,CCONJ
caza,NOUN
",",PUNCT
porque,SCONJ
hay,AUX
mucha,DET
en,ADP
grande,ADJ
abundancia,NOUN
;,PUNCT
andan,VERB
en,ADP
cueros,NOUN
ellos,PRON
y,CCONJ
sus,DET
mujeres,NOUN
",",PUNCT
excepto,ADP
algunas,PRON
",",PUNCT
que,PRON
andan,VERB
tapadas,ADJ
sus,DET
vergüenzas,NOUN
;,PUNCT
lábranse,NOUN
las,DET
caras,NOUN
con,ADP
unas,DET
púas,NOUN
de,ADP
rayas,NOUN
",",PUNCT
y,CCONJ
los,DET
bezos,ADJ
y,CCONJ
las,DET
orejas,NOUN
traen,VERB
horadados,ADJ
;,PUNCT
andan,VERB
por,ADP
los,DET
ríos,NOUN
en,ADP
canoas,NOUN
;,PUNCT
no,ADV
caben,VERB
en,ADP
ellas,PRON
más,ADV
de,ADP
dos,NUM
o,CCONJ
tres,NUM
personas,NOUN
;,PUNCT
son,AUX
tan,ADV
ligeras,ADJ
y,CCONJ
ellos,PRON
tan,ADV
diestros,ADJ
",",PUNCT
y,CCONJ
al,ADP
remo,NOUN
andan,VERB
tan,ADV
recio,ADJ
río,ADJ
abajo,ADV
y,CCONJ
río,NOUN
arriba,ADV
",",PUNCT
que,PRON
paresce,VERB
que,SCONJ
van,AUX
volando,VERB
",",PUNCT
y,CCONJ
un,DET
bergantín,NOUN
",",PUNCT
aunque,SCONJ
allá,ADV
son,AUX
hechos,VERB
de,ADP
cedro,PROPN
",",PUNCT
al,ADP
remo,NOUN
y,CCONJ
a,ADP
la,DET
vela,NOUN
",",PUNCT
por,ADP
ligero,ADJ
que,PRON
sea,AUX
y,CCONJ
por,ADP
buen,ADJ
tiempo,NOUN
que,SCONJ
haga,VERB
",",PUNCT
aunque,SCONJ
no,ADV
lleve,VERB
la,DET
canoa,NOUN
más,ADV
de,ADP
dos,NUM
remos,VERB
y,CCONJ
el,DET
bergantín,NOUN
lleve,VERB
una,DET
docena,NOUN
",",PUNCT
no,ADV
la,PRON
puede,AUX
alcanzar,VERB
;,PUNCT
y,CCONJ
hácense,VERB
guerra,NOUN
por,ADP
el,DET
río,NOUN
en,ADP
canoas,NOUN
",",PUNCT
y,CCONJ
por,ADP
la,DET
tierra,NOUN
",",PUNCT
y,CCONJ
todavía,ADV
entre,ADP
ellos,PRON
tienen,VERB
sus,DET
contrataciones,NOUN
",",PUNCT
y,CCONJ
los,DET
guaxarapos,NOUN
les,PRON
dan,VERB
canoas,NOUN
",",PUNCT
y,CCONJ
los,DET
payaguaes,NOUN
se,PRON
las,PRON
dan,VERB
también,ADV
",",PUNCT
porque,SCONJ
ellos,PRON
les,PRON
dan,VERB
arcos,NOUN
y,CCONJ
flechas,NOUN
cuantos,PRON
han,AUX
menester,NUM
",",PUNCT
y,CCONJ
todas,DET
las,DET
otras,DET
cosas,NOUN
que,PRON
ellos,PRON
tienen,VERB
de,ADP
contratación,NOUN
;,PUNCT
y,CCONJ
ansí,VERB
",",PUNCT
en,ADP
tiempos,NOUN
son,AUX
amigos,NOUN
y,CCONJ
en,ADP
otros,PRON
tienen,VERB
sus,DET
guerras,NOUN
y,CCONJ
enemistades,NOUN
.,PUNCT
"


",SPACE
CAPÍTULO,VERB
LII,PROPN
"

",SPACE
De,ADP
cómo,PRON
los,DET
indios,NOUN
de,ADP
la,DET
tierra,NOUN
vienen,VERB
a,ADP
vivir,VERB
en,ADP
la,DET
costa,NOUN
del,ADP
río,NOUN
"

",SPACE
Cuando,SCONJ
las,DET
aguas,NOUN
están,AUX
bajas,ADJ
los,DET
naturales,ADJ
de,ADP
la,DET
tierra,NOUN
adentro,ADV
se,PRON
vienen,VERB
a,ADP
vivir,VERB
a,ADP
la,DET
ribera,NOUN
con,ADP
sus,DET
hijos,NOUN
y,CCONJ
mujeres,NOUN
a,ADP
gozar,VERB
de,ADP
las,DET
pesquerías,NOUN
",",PUNCT
porque,SCONJ
es,AUX
mucho,ADV
el,DET
pexe,NOUN
que,PRON
matan,VERB
",",PUNCT
y,CCONJ
está,AUX
muy,ADV
gordo,ADJ
;,PUNCT
están,VERB
en,ADP
esta,DET
buena,ADJ
vida,NOUN
bailando,VERB
y,CCONJ
cantando,VERB
todos,DET
los,DET
días,NOUN
y,CCONJ
las,DET
noches,NOUN
",",PUNCT
como,SCONJ
gentes,NOUN
que,PRON
tienen,VERB
seguro,ADV
el,DET
comer,NOUN
;,PUNCT
y,CCONJ
como,SCONJ
las,DET
aguas,NOUN
comienzan,VERB
a,ADP
crescer,VERB
",",PUNCT
que,PRON
es,AUX
por,ADP
enero,NOUN
",",PUNCT
vuélvense,ADJ
a,ADP
recoger,VERB
a,ADP
partes,NOUN
seguras,ADJ
",",PUNCT
porque,SCONJ
las,DET
aguas,NOUN
crescen,PROPN
seis,NUM
brazas,NOUN
en,ADP
alto,NOUN
encima,ADV
de,ADP
las,DET
barrancas,NOUN
",",PUNCT
y,CCONJ
por,ADP
aquella,DET
tierra,NOUN
se,PRON
extienden,VERB
por,ADP
unos,DET
llanos,NOUN
adelante,ADV
más,ADV
de,ADP
cien,NUM
leguas,NOUN
la,DET
tierra,NOUN
adentro,ADV
",",PUNCT
que,PRON
paresce,VERB
mar,PROPN
",",PUNCT
y,CCONJ
cubre,VERB
los,DET
árboles,NOUN
y,CCONJ
palmas,NOUN
que,PRON
por,ADP
la,DET
tierra,NOUN
están,AUX
",",PUNCT
y,CCONJ
pasan,VERB
los,DET
navíos,NOUN
por,ADP
encima,ADV
de,ADP
ellos,PRON
;,PUNCT
y,CCONJ
esto,PRON
acontesce,ADJ
todos,DET
los,DET
años,NOUN
del,ADP
mundo,NOUN
ordinariamente,ADV
",",PUNCT
y,CCONJ
pasa,VERB
esto,PRON
en,ADP
el,DET
tiempo,NOUN
y,CCONJ
coyuntura,NOUN
cuando,SCONJ
el,DET
Sol,PROPN
parte,VERB
del,ADP
trópico,NOUN
de,ADP
allá,ADV
y,CCONJ
viene,VERB
para,ADP
el,DET
trópico,NOUN
que,PRON
está,VERB
acá,ADV
",",PUNCT
que,PRON
está,AUX
sobre,ADP
la,DET
boca,NOUN
del,ADP
río,NOUN
del,ADP
Oro,PROPN
;,PUNCT
y,CCONJ
los,DET
naturales,ADJ
del,ADP
río,NOUN
",",PUNCT
cuando,SCONJ
el,DET
agua,NOUN
llega,VERB
encima,ADV
de,ADP
las,DET
barrancas,NOUN
",",PUNCT
ellos,PRON
tienen,VERB
aparejadas,ADJ
unas,DET
canoas,NOUN
muy,ADV
grandes,ADJ
para,ADP
este,DET
tiempo,NOUN
",",PUNCT
y,CCONJ
en,ADP
medio,NOUN
de,ADP
las,DET
canoas,NOUN
echan,VERB
dos,NUM
o,CCONJ
tres,NUM
cargas,NOUN
de,ADP
barro,NOUN
",",PUNCT
y,CCONJ
hacen,VERB
un,DET
fogón,NOUN
;,PUNCT
y,CCONJ
hecho,ADJ
",",PUNCT
métese,VERB
el,DET
indio,NOUN
en,ADP
ella,PRON
con,ADP
su,DET
mujer,NOUN
y,CCONJ
hijos,NOUN
y,CCONJ
casa,NOUN
",",PUNCT
y,CCONJ
vanse,ADJ
con,ADP
la,DET
cresciente,NOUN
del,ADP
agua,NOUN
donde,PRON
quieren,VERB
",",PUNCT
y,CCONJ
sobre,ADP
aquel,DET
fogón,NOUN
hacen,VERB
fuego,NOUN
y,CCONJ
guisan,VERB
de,ADP
comer,VERB
y,CCONJ
se,PRON
calientan,VERB
",",PUNCT
ansí,VERB
andan,VERB
cuatro,NUM
meses,NOUN
del,ADP
año,NOUN
que,PRON
dura,VERB
esta,DET
cresciente,NOUN
de,ADP
las,DET
aguas,NOUN
;,PUNCT
y,CCONJ
como,SCONJ
las,DET
aguas,NOUN
andan,VERB
crescidas,ADJ
",",PUNCT
saltan,VERB
en,ADP
algunas,DET
tierras,NOUN
que,PRON
quedan,VERB
descubiertas,ADJ
",",PUNCT
y,CCONJ
allí,ADV
matan,VERB
venados,ADJ
y,CCONJ
antas,NOUN
y,CCONJ
otras,DET
salvajinas,NOUN
que,PRON
van,AUX
huyendo,VERB
del,ADP
agua,NOUN
;,PUNCT
y,CCONJ
como,SCONJ
las,DET
aguas,NOUN
hacen,VERB
repunta,NOUN
para,ADP
volver,VERB
a,ADP
su,DET
curso,NOUN
",",PUNCT
ellos,PRON
se,PRON
vuelven,VERB
cazando,VERB
y,CCONJ
pescando,VERB
como,SCONJ
han,AUX
ido,VERB
",",PUNCT
y,CCONJ
no,ADV
salen,VERB
de,ADP
sus,DET
canoas,NOUN
hasta,ADP
que,SCONJ
las,DET
barrancas,NOUN
están,AUX
descubiertas,ADJ
donde,PRON
ellos,PRON
suelen,VERB
tener,VERB
sus,DET
casas,NOUN
;,PUNCT
y,CCONJ
es,AUX
cosa,NOUN
de,ADP
ver,VERB
",",PUNCT
cuando,SCONJ
las,DET
aguas,NOUN
vienen,VERB
bajando,VERB
",",PUNCT
la,DET
gran,ADJ
cantidad,NOUN
de,ADP
pescado,NOUN
que,PRON
deja,VERB
el,DET
agua,NOUN
por,ADP
la,DET
tierra,NOUN
en,ADP
seco,NOUN
;,PUNCT
y,CCONJ
cuando,SCONJ
esto,PRON
acaesce,ADJ
",",PUNCT
que,PRON
es,AUX
en,ADP
fin,NOUN
de,ADP
marzo,NOUN
y,CCONJ
abril,NOUN
",",PUNCT
todo,DET
este,DET
tiempo,NOUN
hiede,VERB
aquella,DET
tierra,NOUN
muy,ADV
mal,ADV
",",PUNCT
por,ADP
estar,VERB
la,DET
tierra,NOUN
emponzoñada,ADJ
;,PUNCT
en,ADP
este,DET
tiempo,NOUN
todos,DET
los,DET
de,ADP
la,DET
tierra,NOUN
",",PUNCT
y,CCONJ
nosotros,PRON
con,ADP
ellos,PRON
",",PUNCT
estuvimos,AUX
malos,ADJ
",",PUNCT
que,PRON
pensamos,VERB
morir,VERB
;,PUNCT
y,CCONJ
como,SCONJ
entonces,ADV
es,AUX
verano,NOUN
en,ADP
aquella,DET
tierra,NOUN
y,CCONJ
incomportable,ADJ
de,ADP
sufrir,VERB
;,PUNCT
y,CCONJ
siendo,AUX
el,DET
mes,NOUN
de,ADP
abril,NOUN
comienzan,VERB
a,ADP
estar,VERB
buenos,ADJ
todos,DET
los,DET
que,PRON
han,AUX
enfermado,VERB
.,PUNCT
Todos,DET
estos,DET
indios,NOUN
sacan,VERB
el,DET
hilado,NOUN
que,PRON
han,AUX
menester,VERB
para,ADP
hacer,VERB
sus,DET
redes,NOUN
de,ADP
unos,DET
cardos,NOUN
;,PUNCT
machácanlos,NOUN
y,CCONJ
échanlos,VERB
en,ADP
un,DET
ciénago,NOUN
",",PUNCT
y,CCONJ
después,ADV
que,SCONJ
está,AUX
quince,NUM
días,NOUN
allí,ADV
",",PUNCT
ráenlos,VERB
con,ADP
unas,DET
conchas,NOUN
de,ADP
almejones,NOUN
",",PUNCT
y,CCONJ
sale,VERB
curado,ADJ
",",PUNCT
y,CCONJ
queda,VERB
más,ADV
blanco,ADJ
que,SCONJ
la,DET
nieve,NOUN
.,PUNCT
Esta,DET
gente,NOUN
no,ADV
tenían,VERB
principal,ADJ
",",PUNCT
puesto,NOUN
que,SCONJ
en,ADP
la,DET
tierra,NOUN
los,PRON
hay,AUX
entre,ADP
todos,DET
ellos,PRON
;,PUNCT
mas,ADV
éstos,PRON
son,AUX
pescadores,NOUN
",",PUNCT
salvajes,ADJ
y,CCONJ
salteadores,NOUN
;,PUNCT
es,AUX
gente,NOUN
de,ADP
frontera,NOUN
",",PUNCT
todos,DET
los,DET
cuales,PRON
",",PUNCT
y,CCONJ
otros,DET
pueblos,NOUN
que,PRON
están,AUX
a,ADP
la,DET
lengua,NOUN
del,ADP
agua,NOUN
por,ADP
do,ADP
el,DET
gobernador,NOUN
pasó,VERB
",",PUNCT
no,ADV
consintió,VERB
que,SCONJ
ningún,DET
español,NOUN
ni,CCONJ
indio,NOUN
guaraní,ADJ
saliese,VERB
en,ADP
tierra,NOUN
",",PUNCT
por,ADP
que,SCONJ
no,ADV
se,PRON
revolviesen,VERB
con,ADP
ellos,PRON
",",PUNCT
por,ADP
los,DET
dejar,VERB
en,ADP
paz,NOUN
y,CCONJ
contentos,ADJ
;,PUNCT
y,CCONJ
les,PRON
repartió,VERB
graciosamente,ADV
muchos,DET
rescates,NOUN
",",PUNCT
y,CCONJ
les,PRON
avisó,VERB
que,SCONJ
venían,VERB
otros,DET
navíos,NOUN
de,ADP
cristianos,NOUN
y,CCONJ
de,ADP
indios,NOUN
guaraníes,PROPN
",",PUNCT
amigos,NOUN
suyos,DET
;,PUNCT
que,SCONJ
los,PRON
tuviesen,VERB
por,ADP
amigos,NOUN
y,CCONJ
que,SCONJ
tratasen,VERB
bien,ADV
.,PUNCT
Yendo,AUX
caminando,VERB
un,DET
viernes,NOUN
de,ADP
mañana,ADV
",",PUNCT
llegóse,NOUN
a,ADP
una,DET
muy,ADV
gran,ADJ
corriente,NOUN
del,ADP
río,NOUN
",",PUNCT
que,PRON
pasa,VERB
por,ADP
entre,ADP
unas,DET
peñas,NOUN
cortadas,ADJ
",",PUNCT
y,CCONJ
por,ADP
aquella,DET
corriente,NOUN
pasan,VERB
tan,ADV
gran,ADJ
cantidad,NOUN
de,ADP
pexes,NOUN
que,SCONJ
se,PRON
llaman,VERB
dorados,ADJ
",",PUNCT
que,PRON
es,AUX
infinito,ADJ
número,NOUN
de,ADP
ellos,PRON
los,DET
que,PRON
continuo,ADJ
pasan,VERB
",",PUNCT
y,CCONJ
aquí,ADV
es,AUX
la,DET
mayor,ADJ
corriente,NOUN
que,PRON
hallaron,VERB
en,ADP
este,DET
río,NOUN
",",PUNCT
la,DET
cual,PRON
pasamos,VERB
con,ADP
los,DET
navíos,NOUN
a,ADP
la,DET
vela,NOUN
y,CCONJ
al,ADP
remo,NOUN
.,PUNCT
Aquí,ADV
mataron,VERB
los,DET
españoles,NOUN
y,CCONJ
indios,NOUN
en,ADP
obra,NOUN
de,ADP
una,DET
hora,NOUN
muy,ADV
gran,ADJ
cantidad,NOUN
de,ADP
dorados,NOUN
",",PUNCT
que,SCONJ
hobo,DET
cristiano,NOUN
que,PRON
mató,VERB
él,PRON
solo,ADV
cuarenta,NUM
dorados,NOUN
;,PUNCT
son,AUX
tamaños,NOUN
que,PRON
pesan,VERB
media,NUM
arroba,NOUN
cada,DET
uno,PRON
",",PUNCT
y,CCONJ
algunos,PRON
pesan,VERB
arroba,NOUN
;,PUNCT
es,AUX
muy,ADV
hermoso,ADJ
pescado,NOUN
para,ADP
comer,VERB
",",PUNCT
y,CCONJ
el,DET
mejor,ADJ
bocado,NOUN
de,ADP
él,PRON
es,AUX
la,DET
cabeza,NOUN
;,PUNCT
es,AUX
muy,ADV
graso,ADJ
y,CCONJ
sacan,VERB
de,ADP
él,PRON
mucha,DET
manteca,NOUN
",",PUNCT
y,CCONJ
los,DET
que,PRON
lo,PRON
comen,VERB
con,ADP
ella,PRON
andan,VERB
siempre,ADV
muy,ADV
gordos,ADJ
y,CCONJ
lucios,NOUN
",",PUNCT
y,CCONJ
bebiendo,VERB
el,DET
caldo,NOUN
de,ADP
ellos,PRON
",",PUNCT
en,ADP
un,DET
mes,NOUN
los,DET
que,PRON
lo,PRON
comen,VERB
se,PRON
despojan,VERB
de,ADP
cualquier,DET
sarna,NOUN
y,CCONJ
lepra,NOUN
que,PRON
tengan,VERB
;,PUNCT
de,ADP
esta,DET
manera,NOUN
fue,AUX
navegando,VERB
con,ADP
buen,ADJ
viento,NOUN
de,ADP
vela,NOUN
que,PRON
nos,PRON
hizo,VERB
.,PUNCT
Un,DET
día,NOUN
en,ADP
la,DET
tarde,NOUN
",",PUNCT
a,ADP
25,NUM
días,NOUN
del,ADP
mes,NOUN
de,ADP
octubre,NOUN
",",PUNCT
llegó,VERB
a,ADP
una,DET
división,NOUN
y,CCONJ
apartamiento,NOUN
que,PRON
el,DET
río,NOUN
hacía,VERB
",",PUNCT
que,PRON
se,PRON
hacían,VERB
tres,NUM
brazos,NOUN
de,ADP
ríos,NOUN
el,DET
uno,PRON
de,ADP
los,DET
brazos,NOUN
era,AUX
una,DET
grande,ADJ
laguna,NOUN
",",PUNCT
a,ADP
la,DET
cual,PRON
llaman,VERB
los,DET
indios,NOUN
río,NOUN
Negro,PROPN
",",PUNCT
y,CCONJ
este,DET
río,NOUN
Negro,PROPN
corre,VERB
hacia,ADP
el,DET
norte,NOUN
por,ADP
la,DET
tierra,NOUN
adentro,ADV
",",PUNCT
y,CCONJ
los,DET
otros,DET
brazos,NOUN
el,DET
agua,NOUN
de,ADP
ellos,PRON
es,AUX
de,ADP
buena,ADJ
color,NOUN
",",PUNCT
y,CCONJ
un,DET
poco,ADV
más,ADV
abajo,ADV
se,PRON
vienen,VERB
a,ADP
juntar,VERB
;,PUNCT
y,CCONJ
ansí,VERB
",",PUNCT
fue,AUX
siguiendo,VERB
su,DET
navegación,NOUN
hasta,ADP
que,SCONJ
llegó,VERB
a,ADP
la,DET
boca,NOUN
de,ADP
un,DET
río,NOUN
que,PRON
entra,VERB
por,ADP
la,DET
tierra,NOUN
adentro,ADJ
",",PUNCT
a,ADP
la,DET
mano,NOUN
izquierda,ADJ
",",PUNCT
a,ADP
la,DET
parte,NOUN
del,ADP
poniente,NOUN
donde,PRON
se,PRON
pierde,VERB
el,DET
remate,NOUN
del,ADP
río,NOUN
del,ADP
Paraguay,PROPN
",",PUNCT
a,ADP
causa,NOUN
de,ADP
otros,DET
muchos,DET
ríos,NOUN
y,CCONJ
grandes,ADJ
lagunas,NOUN
que,PRON
en,ADP
esa,DET
parte,NOUN
están,AUX
divididos,ADJ
y,CCONJ
apartados,NOUN
;,PUNCT
de,ADP
manera,NOUN
que,SCONJ
son,AUX
tantas,DET
las,DET
bocas,NOUN
y,CCONJ
entradas,NOUN
de,ADP
ellos,PRON
",",PUNCT
que,SCONJ
aun,ADV
los,DET
indios,NOUN
naturales,ADJ
que,PRON
andan,VERB
siempre,ADV
en,ADP
ellas,PRON
con,ADP
sus,DET
canoas,NOUN
",",PUNCT
con,ADP
dificultad,NOUN
las,DET
conoscen,NOUN
",",PUNCT
y,CCONJ
se,PRON
pierden,VERB
muchas,DET
veces,NOUN
por,ADP
ellas,PRON
;,PUNCT
este,DET
río,NOUN
por,ADP
donde,PRON
entró,VERB
el,DET
gobernador,NOUN
le,PRON
llaman,VERB
los,DET
indios,NOUN
naturales,ADJ
de,ADP
aquella,DET
tierra,NOUN
Iguatu,PROPN
",",PUNCT
que,PRON
quiere,VERB
decir,VERB
agua,NOUN
buena,ADJ
",",PUNCT
y,CCONJ
corre,VERB
a,ADP
la,DET
laguna,NOUN
en,ADP
nuestro,DET
favor,NOUN
;,PUNCT
y,CCONJ
como,SCONJ
hasta,ADP
entonces,ADV
habíamos,AUX
ido,VERB
agua,NOUN
arriba,ADV
",",PUNCT
entrados,ADJ
en,ADP
esta,DET
laguna,NOUN
íbamos,VERB
agua,NOUN
abajo,ADV
.,PUNCT
"


",SPACE
CAPÍTULO,PROPN
LIII,PROPN
"

",SPACE
Cómo,PRON
a,ADP
la,DET
boca,NOUN
de,ADP
este,DET
río,NOUN
pusieron,VERB
tres,NUM
cruces,NOUN
"

",SPACE
En,ADP
la,DET
boca,NOUN
de,ADP
este,DET
río,NOUN
mandó,VERB
el,DET
gobernador,NOUN
poner,VERB
muchas,DET
señales,NOUN
de,ADP
árboles,NOUN
cortados,ADJ
",",PUNCT
y,CCONJ
hizo,VERB
poner,VERB
tres,NUM
cruces,NOUN
altas,ADJ
para,ADP
que,SCONJ
los,DET
navíos,NOUN
entrasen,VERB
por,ADP
allí,ADV
tras,ADP
él,PRON
",",PUNCT
y,CCONJ
no,ADV
errasen,VERB
la,DET
entrada,NOUN
por,ADP
este,DET
río,NOUN
.,PUNCT
Fuimos,VERB
navegando,VERB
a,ADP
remo,NOUN
tres,NUM
días,NOUN
",",PUNCT
a,ADP
cabo,NOUN
de,ADP
los,DET
cuales,PRON
salió,VERB
del,ADP
río,NOUN
y,CCONJ
fue,AUX
navegando,VERB
por,ADP
otros,DET
dos,NUM
brazos,NOUN
del,ADP
río,NOUN
que,PRON
salen,VERB
de,ADP
la,DET
laguna,NOUN
",",PUNCT
muy,ADV
grandes,ADJ
;,PUNCT
y,CCONJ
a,ADP
ocho,NUM
días,NOUN
del,ADP
mes,NOUN
",",PUNCT
una,DET
hora,NOUN
antes,ADV
del,ADP
día,NOUN
",",PUNCT
llegaron,VERB
a,ADP
dar,VERB
en,ADP
unas,DET
sierras,NOUN
que,PRON
están,AUX
en,ADP
medio,NOUN
del,DET
río,NOUN
",",PUNCT
muy,ADV
altas,ADJ
y,CCONJ
redondas,ADJ
",",PUNCT
que,SCONJ
la,DET
hechura,NOUN
de,ADP
ellas,PRON
era,AUX
como,SCONJ
una,DET
campana,NOUN
",",PUNCT
y,CCONJ
siempre,ADV
yendo,VERB
para,ADP
arriba,ADV
ensangostándose,VERB
.,PUNCT
Estas,DET
sierras,NOUN
están,AUX
peladas,ADJ
",",PUNCT
y,CCONJ
no,ADV
crían,VERB
yerbas,NOUN
ni,CCONJ
árbol,NOUN
ninguno,PRON
",",PUNCT
y,CCONJ
son,AUX
bermejas,VERB
;,PUNCT
creemos,VERB
que,SCONJ
tienen,VERB
mucho,DET
metal,NOUN
",",PUNCT
porque,SCONJ
la,DET
otra,DET
tierra,NOUN
que,PRON
está,VERB
fuera,ADV
del,ADP
río,NOUN
",",PUNCT
en,ADP
la,DET
comarca,NOUN
y,CCONJ
parajes,NOUN
de,ADP
la,DET
tierra,NOUN
",",PUNCT
es,AUX
muy,ADV
montuosa,ADJ
",",PUNCT
de,ADP
grandes,ADJ
árboles,NOUN
y,CCONJ
de,ADP
mucha,DET
yerba,NOUN
;,PUNCT
y,CCONJ
porque,SCONJ
las,DET
sierras,NOUN
que,PRON
están,VERB
en,ADP
el,DET
río,NOUN
no,ADV
tienen,VERB
nada,PRON
de,ADP
esto,PRON
",",PUNCT
paresce,VERB
señal,NOUN
que,SCONJ
tienen,VERB
mucho,DET
metal,NOUN
",",PUNCT
y,CCONJ
ansí,VERB
",",PUNCT
donde,PRON
lo,PRON
hay,AUX
",",PUNCT
no,ADV
cría,VERB
árbol,NOUN
ni,CCONJ
yerba,NOUN
;,PUNCT
y,CCONJ
los,DET
indios,NOUN
nos,PRON
decían,VERB
que,SCONJ
en,ADP
otros,DET
tiempos,NOUN
sus,DET
pasados,NOUN
sacaban,VERB
de,ADP
allí,ADV
el,DET
metal,NOUN
blanco,ADJ
",",PUNCT
y,CCONJ
por,ADP
no,ADV
llevar,VERB
aparejo,NOUN
de,ADP
mineros,NOUN
ni,CCONJ
fundidores,NOUN
",",PUNCT
ni,CCONJ
las,DET
herramientas,NOUN
que,PRON
era,AUX
menester,NOUN
para,ADP
catar,VERB
y,CCONJ
buscar,VERB
la,DET
tierra,NOUN
",",PUNCT
y,CCONJ
por,ADP
la,DET
gran,ADJ
enfermedad,NOUN
que,PRON
dio,VERB
en,ADP
la,DET
gente,NOUN
",",PUNCT
no,ADV
hizo,VERB
el,DET
gobernador,NOUN
buscar,VERB
el,DET
metal,NOUN
",",PUNCT
y,CCONJ
también,ADV
lo,PRON
dejó,VERB
para,ADP
cuando,SCONJ
otra,DET
vez,NOUN
volviese,VERB
por,ADP
allí,ADV
porque,SCONJ
estas,DET
tierras,NOUN
caen,VERB
cerca,ADV
del,ADP
puerto,NOUN
de,ADP
los,DET
Reyes,PROPN
",",PUNCT
tomándolas,VERB
por,ADP
la,DET
tierra,NOUN
.,PUNCT
Yendo,VERB
caminando,VERB
por,ADP
el,DET
río,NOUN
arriba,ADV
",",PUNCT
entramos,VERB
por,ADP
otra,DET
boca,NOUN
de,ADP
otra,DET
laguna,NOUN
que,PRON
tiene,VERB
más,ADV
de,ADP
una,DET
legua,NOUN
y,CCONJ
media,NUM
de,ADP
ancho,NOUN
",",PUNCT
y,CCONJ
salimos,VERB
por,ADP
otra,DET
boca,NOUN
de,ADP
la,DET
misma,DET
laguna,NOUN
y,CCONJ
fuimos,VERB
por,ADP
un,DET
brazo,NOUN
de,ADP
ella,PRON
junto,ADJ
a,ADP
la,DET
Tierra,PROPN
Firme,PROPN
",",PUNCT
y,CCONJ
fuímonos,NOUN
a,ADP
poner,VERB
aquel,DET
día,NOUN
",",PUNCT
a,ADP
las,DET
diez,NUM
horas,NOUN
de,ADP
la,DET
mañana,NOUN
",",PUNCT
a,ADP
la,DET
entrada,NOUN
de,ADP
otra,DET
laguna,NOUN
donde,PRON
tienen,VERB
su,DET
asiento,NOUN
y,CCONJ
pueblo,NOUN
los,DET
indios,NOUN
sacocies,ADJ
y,CCONJ
saquexes,NOUN
y,CCONJ
chaneses,NOUN
;,PUNCT
y,CCONJ
no,ADV
quiso,VERB
el,DET
gobernador,NOUN
pasar,VERB
de,ADP
allí,ADV
adelante,ADV
",",PUNCT
porque,SCONJ
le,PRON
paresció,VERB
que,PRON
debía,AUX
enviar,VERB
hacer,VERB
saber,VERB
a,ADP
los,DET
indios,NOUN
su,DET
venida,NOUN
